gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
TUBB4B,4,ADRNL,BLOOD,HEART,SKM-GN,"","",MONDO_0008170,0.600796768126268,"ovarian cancer: A primary or metastatic malignant neoplasm involving the ovary. Most primary malignant ovarian neoplasms are either carcinomas (serous, mucinous, or endometrioid adenocarcinomas) or malignant germ cell tumors. Metastatic malignant neoplasms to the ovary include carcinomas, lymphomas, and melanomas.",ENSG00000188229
ATP1A2,3,BAT,SKM-GN,SPLEEN,"","","",Orphanet_569,0.835319597268587,Familial or sporadic hemiplegic migraine: Hemiplegic migraine (HM) is a rare variety of migraine with aura characterized by the presence of a motor weakness during the aura. Hemiplegic migraine has two main forms depending on the familial history: patients with at least one first- or second-degree relative who has aura including motor weakness have familial hemiplegic migraine (FHM); patients without such familial history have sporadic hemiplegic migraine (SHM).,ENSG00000018625
HADHA,3,BAT,BLOOD,HEART,"","","",Orphanet_5,0.833664304909758,"Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency: Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency (LCHADD) is a mitochondrial disorder of long chain fatty acid oxidation characterized in most patients by onset in infancy/ early childhood with hypoketotic hypoglycemia, metabolic acidosis, liver disease, hypotonia and frequently cardiac involvement with arrhythmias and/or cardiomyopathy.",ENSG00000084754
SLC6A8,3,HEART,LIVER,LUNG,"","","",Orphanet_52503,0.833485622870617,"X-linked creatine transporter deficiency: X-linked creatine transporter deficiency (CRTR-D) is a creatine deficiency syndrome characterized clinically by global developmental delay/ intellectual disability (DD/ID) with prominent speech/language delay, autistic behavior and seizures.",ENSG00000130821
APOB,3,COLON,KIDNEY,LUNG,"","","",EFO_0004911,0.83073799026861,familial hypercholesterolemia: Familial hypercholesterolemia is is an autosomal dominant disorder characterized by elevation of serum cholesterol bound to low density lipoprotein (OMIM),ENSG00000084674
ALDH7A1,3,BAT,COLON,KIDNEY,"","","",Orphanet_3006,0.817480607621184,"Pyridoxine-dependent epilepsy: A rare neurometabolic disease characterized by recurrent intractable seizures in the prenatal, neonatal and postnatal period that are resistant to anti-epileptic drugs (AEDs) but that are responsive to pharmacological dosages of pyridoxine (vitamin B6).",ENSG00000164904
HSPB1,3,HEART,SKM-GN,SKM-VL,"","","",Orphanet_139525,0.817210869581209,Distal hereditary motor neuropathy type 2: NA,ENSG00000106211
F2,3,COLON,LUNG,SKM-VL,"","","",Orphanet_325,0.814423005157358,"Congenital factor II deficiency: Congenital factor II deficiency is an inherited bleeding disorder due to reduced activity of factor II (FII, prothrombin) and characterized by mucocutaneous bleeding symptoms.",ENSG00000180210
G6PD,3,BAT,BLOOD,LIVER,"","","",EFO_1000641,0.808243789993845,congenital nonspherocytic hemolytic anemia: Any one of a group of congenital hemolytic anemias in which there is no abnormal hemoglobin or spherocytosis and in which there is a defect of glycolysis in the erythrocyte. Common causes include deficiencies in glucose-6-phosphate isomerase; pyruvate kinase; and glucose-6-phosphate dehydrogenase.,ENSG00000160211
TUBA1A,3,COLON,HEART,SPLEEN,"","","",Orphanet_171680,0.808038858814008,"Lissencephaly due to TUBA1A mutation: Lissencephaly (LIS) due to TUBA1A mutation is a congenital cortical development anomaly due to abnormal neuronal migration involving neocortical and hippocampal lamination, corpus callosum, cerebellum and brainstem. A large clinical spectrum can be observed, from children with severe epilepsy and intellectual and motor deficit to cases with severe cerebral dysgenesis in the antenatal period leading to pregnancy termination due to the severity of the prognosis.",ENSG00000167552
TGFBI,3,BAT,COLON,LUNG,"","","",Orphanet_98964,0.807818935079925,Lattice corneal dystrophy type I: Type I lattice corneal dystrophy (LCDI) is a frequent form of stromal corneal dystrophy (see this term) characterized by a network of delicate interdigitating branching filamentous opacities within the cornea with progressive visual impairment and no systemic manifestations.,ENSG00000120708
HSPB1,3,HEART,SKM-GN,SKM-VL,"","","",Orphanet_99940,0.79562020848212,"Autosomal dominant Charcot-Marie-Tooth disease type 2F: Autosomal dominant Charcot-Marie-Tooth disease type 2F (CMT2F) is a form of axonal Charcot-Marie-Tooth disease, a peripheral sensorimotor neuropathy. CMT2F is characterized by symmetric weakness primarily occurring in the lower limbs (distal muscles in a majority of cases) and reaching the arms only after 5 to 10 years, occasional and predominantly distal sensory loss and reduced tendon reflexes. CMT2F presents with gait anomaly between the 1st and 6th decade and early onset is generally associated to a more severe phenotype which may include foot drop.",ENSG00000106211
FTL,3,BAT,HEART,KIDNEY,"","","",Orphanet_163,0.792933304917432,Hereditary hyperferritinemia with congenital cataracts: Hereditary hyperferritinemia with congenital cataracts is characterized by the association of early onset (although generally absent at birth) cataract with persistently raised plasma ferritin concentrations in the absence of iron overload.,ENSG00000087086
APOB,3,COLON,KIDNEY,LUNG,"","","",Orphanet_31154,0.787151958972397,Hypobetalipoproteinemia: A group of lipoprotein metabolism disorders that are characterized by permanently low levels (below the 5th percentile) of apolipoprotein B and LDL cholesterol.,ENSG00000084674
G6PD,3,BAT,BLOOD,LIVER,"","","",EFO_0004272,0.779796556402534,anemia (phenotype): A reduction in the number of circulating erythrocytes or in the quantity of hemoglobin.,ENSG00000160211
FLNC,3,LUNG,SKM-GN,SKM-VL,"","","",Orphanet_171445,0.775280469241578,"Muscle filaminopathy: Muscle filaminopathy is a rare myofibrillar myopathy characterized by slowly progressive, proximal skeletal muscle weakness, which is initially more prominent in lower extremities and involves upper extremities with disease progression. Patients present with difficulty climbing stairs, a waddling gait, marked winging of scapula, lower back pain, paresis of limb girdle musculature, hypo-/areflexia and/or mild facial muscle weakness in rare cases. Respiratory muscle weakness is common and cardiac anomalies (conduction blocks, tachycardia, diastolic dysfunction, left ventricular hypertrophy) have been reported in some cases.",ENSG00000128591
APOB,3,COLON,KIDNEY,LUNG,"","","",HP_0003124,0.772475278782056,Hypercholesterolemia: An increased concentration of cholesterol in the blood.,ENSG00000084674
HSPB8,3,LIVER,SKM-GN,SKM-VL,"","","",Orphanet_139525,0.76594108828221,Distal hereditary motor neuropathy type 2: NA,ENSG00000152137
FTL,3,BAT,HEART,KIDNEY,"","","",Orphanet_157846,0.760611542357044,Neuroferritinopathy: Neuroferritinopathy is a late-onset type of neurodegeneration with brain iron accumulation (NBIA; see this term) characterized by progressive chorea or dystonia and subtle cognitive deficits.,ENSG00000087086
TUBB2A,3,ADRNL,COLON,SPLEEN,"","","",Orphanet_183506,0.757011485177841,Genetic central nervous system malformation: NA,ENSG00000137267
ATP1A2,3,BAT,SKM-GN,SPLEEN,"","","",Orphanet_2131,0.755223070249841,Alternating hemiplegia of childhood: Alternating hemiplegia of childhood (AHC) is a rare neurodevelopmental disorder characterized by recurrent episodes of hemiplegia and paroxysmal disturbances associated with persistent developmental delay and cognitive impairment.,ENSG00000018625
IDH2,3,BAT,SKM-VL,SPLEEN,"","","",Orphanet_79315,0.749259078910269,"D-2-hydroxyglutaric aciduria: D-2-hydroxyglutaric aciduria (D-2-HGA) is a rare clinically variable neurological form of 2-hydroxyglutaric aciduria (see this term) characterized biochemically by elevated D-2-hydroxyglutaric acid (D-2-HG) in the urine, plasma and cerebrospinal fluid.",ENSG00000182054
ATP1A2,3,BAT,SKM-GN,SPLEEN,"","","",MONDO_0000700,0.745090368584498,familial hemiplegic migraine: A migraine disorder characterized by individual and family history of aura that includes motor weakness.,ENSG00000018625
MT-ND4,3,BAT,HEART,SKM-VL,"","","",Orphanet_104,0.742430452483856,Leber hereditary optic neuropathy: Leber's hereditary optic neuropathy (LHON) is a mitochondrial neurodegenerative disease affecting the optic nerve and often characterized by sudden vision loss in young adult carriers.,ENSG00000198886
ATP1A1,3,BAT,LIVER,SKM-GN,"","","",MONDO_0054833,0.736899399830481,"charcot-marie-tooth disease, axonal, type 2DD: NA",ENSG00000163399
MT-ND4,3,BAT,HEART,SKM-VL,"","","",Orphanet_550,0.736670598417475,"MELAS: MELAS (Mitochondrial myopathy, encephalopathy, lactic acidosis, and stroke) syndrome is a rare progressive multisystemic disorder characterized by encephalomyopathy, lactic acidosis, and stroke-like episodes. Other features include endocrinopathy, heart disease, diabetes, hearing loss, and neurological and psychiatric manifestations.",ENSG00000198886
CEP83,3,BLOOD,HEART,SKM-GN,"","","",Orphanet_655,0.73596370868407,"Nephronophthisis: Progressive tubulointerstitial injury, inherited in an autosomal recessive pattern, caused by mutations in genes involved in ciliary function, which may result in an end stage renal failure.",ENSG00000173588
AGTPBP1,3,ADRNL,SKM-GN,SKM-VL,"","","",EFO_0010256,0.731728388154486,"neurodegeneration, childhood-onset, with cerebellar atrophy: An autosomal recessive disorder characterized by early onset of progressive neurodegeneration affecting the central and peripheral nervous systems. Clinical features include global developmental delay, impaired intellectual development, poor or absent speech, and motor abnormalities. Brain imaging shows cerebellar atrophy. Death in childhood may occur.",ENSG00000135049
CALM1,3,BLOOD,SKM-VL,SPLEEN,"","","",Orphanet_3286,0.729539455334275,Catecholaminergic polymorphic ventricular tachycardia: Catecholaminergic polymorphic ventricular tachycardia (CPVT) is a severe genetic arrhythmogenic disorder characterized by adrenergically induced ventricular tachycardia (VT) manifesting as syncope and sudden death.,ENSG00000198668
IDH2,3,BAT,SKM-VL,SPLEEN,"","","",EFO_0000222,0.726839991204381,"acute myeloid leukemia: Acute myeloid leukemia (AML) is a group of neoplasms arising from precursor cells committed to the myeloid cell-line differentiation. All of them are characterized by clonal expansion of myeloid blasts. AML manifests by fever, pallor, anemia, hemorrhages and recurrent infections.",ENSG00000182054
HADHA,3,BAT,BLOOD,HEART,"","","",Orphanet_746,0.724279640030796,"Mitochondrial trifunctional protein deficiency: Mitochondrial trifunctional protein (TFP) deficiency (TFPD) is a disorder of fatty acid oxidation characterized by a wide clinical spectrum ranging from severe neonatal manifestations including cardiomyopathy, hypoglycemia, metabolic acidosis, skeletal myopathy and neuropathy, liver disease and death to a mild phenotype with peripheral polyneuropathy, episodic rhabdomyolysis and pigmentary retinopathy..",ENSG00000084754
APOB,3,COLON,KIDNEY,LUNG,"","","",EFO_0004611,0.716320019251334,low density lipoprotein cholesterol measurement: The measurement of LDL cholesterol in blood used as a risk indicator for heart disease.,ENSG00000084674
APOB,3,COLON,KIDNEY,LUNG,"","","",EFO_0004530,0.714103076009961,"triglyceride measurement: A triglyceride  measurement is a quantification of triglycerides in some body fluid, used as a biomarker for cardiovascular disease.",ENSG00000084674
APOB,3,COLON,KIDNEY,LUNG,"","","",EFO_0004574,0.713614974492706,"total cholesterol measurement: A total cholesterol measurement is the quantification of cholesterol in blood, total cholesterol is defined as the sum of HDL, LDL, and VLDL.",ENSG00000084674
F2,3,COLON,LUNG,SKM-VL,"","","",MONDO_0008559,0.71084373340605,thrombophilia due to thrombin defect: The formation of a blood clot (thrombus) in the lumen of a vein.,ENSG00000180210
CALM1,3,BLOOD,SKM-VL,SPLEEN,"","","",Orphanet_768,0.70306778035742,Familial long QT syndrome: A hereditary cardiac disease characterized by a prolongation of the QT interval at basal ECG and by a high risk of life-threatening arrhythmias.,ENSG00000198668
APOB,3,COLON,KIDNEY,LUNG,"","","",EFO_0004615,0.702922762621508,"apolipoprotein B measurement: The measurement of ApoB in blood. Apolipoprotein B is a major protein constituent of chylomicrons (apo B-48), LDL (apo B-100) and VLDL (apo B-100). Apo B-100 functions as a recognition signal for the cellular binding and internalization of LDL particles by the apoB/E receptor, and is upregulated in response to enterovirus 71.",ENSG00000084674
TFRC,3,BLOOD,COLON,HEART,"","","",EFO_0004526,0.700971900625308,mean corpuscular volume: A mean corpuscular volume is the result of calculation of the mean volume of erythrocytes in a blood sample.,ENSG00000072274
TFRC,3,BLOOD,COLON,HEART,"","","",EFO_0004527,0.700115889807272,mean corpuscular hemoglobin: The MCH is  the average mass of hemoglobin per red blood cell in a sample of blood and is calculated by dividing the total mass of hemoglobin by the RBC count,ENSG00000072274
ATP1A1,3,BAT,LIVER,SKM-GN,"","","",Orphanet_34526,0.698419197700545,"Familial primary hypomagnesemia: A hereditary disorder that leads to a selective defect in renal or intestinal magnesium absorption, resulting in a low serum magnesium concentration.",ENSG00000163399
FLNC,3,LUNG,SKM-GN,SKM-VL,"","","",Orphanet_75249,0.697479314646629,"Familial isolated restrictive cardiomyopathy: Familial restrictive cardiomyopathy is a genetic form of heart disease, in which the heart muscle is stiff and cannot fully relax after each contraction. Impaired muscle relaxation causes blood to back up in the atria and lungs, which reduces the amount of blood in the ventricles.",ENSG00000128591
COX6A1,3,BAT,BLOOD,SPLEEN,"","","",Orphanet_268337,0.696256404448724,Autosomal recessive intermediate Charcot-Marie-Tooth disease: Autosomal recessive form of intermediate Charcot-Marie-Tooth disease.,ENSG00000111775
FLNC,3,LUNG,SKM-GN,SKM-VL,"","","",EFO_0000538,0.689792291618766,"hypertrophic cardiomyopathy: A form of CARDIAC MUSCLE disease, characterized by left and/or right ventricular hypertrophy (HYPERTROPHY, LEFT VENTRICULAR; HYPERTROPHY, RIGHT VENTRICULAR), frequent asymmetrical involvement of the HEART SEPTUM, and normal or reduced left ventricular volume. Risk factors include HYPERTENSION; AORTIC STENOSIS; and gene MUTATION; (FAMILIAL HYPERTROPHIC CARDIOMYOPATHY).",ENSG00000128591
