"feature_ID" "human_ensembl_gene"
"4089" "ENSRNOG00000001309" "ENSG00000110931"
"4097" "ENSRNOG00000001312" "ENSG00000197461"
"4105" "ENSRNOG00000001313" "ENSG00000128266"
"4113" "ENSRNOG00000001314" "ENSG00000177706"
"4121" "ENSRNOG00000001316" "ENSG00000089053"
"4129" "ENSRNOG00000001325" "ENSG00000185291"
"4137" "ENSRNOG00000001331" "ENSG00000170633"
"4145" "ENSRNOG00000001333" "ENSG00000160862"
"4153" "ENSRNOG00000001335" "ENSG00000106261"
"4161" "ENSRNOG00000001336" "ENSG00000276045"
"4169" "ENSRNOG00000001337" "ENSG00000139718"
"4177" "ENSRNOG00000001338" "ENSG00000158104"
"4185" "ENSRNOG00000001339" "ENSG00000110801"
"4193" "ENSRNOG00000001344" "ENSG00000111275"
"4201" "ENSRNOG00000001346" "ENSG00000168090"
"4209" "ENSRNOG00000001348" "ENSG00000089248"
"4217" "ENSRNOG00000001349" "ENSG00000166508"
"4225" "ENSRNOG00000001350" "ENSG00000111300"
"4233" "ENSRNOG00000001351" "ENSG00000135148"
"4241" "ENSRNOG00000001352" "ENSG00000173064"
"4249" "ENSRNOG00000001353" "ENSG00000221838"
"4257" "ENSRNOG00000001355" "ENSG00000106290"
"4265" "ENSRNOG00000001357" "ENSG00000214309"
"4273" "ENSRNOG00000001367" "ENSG00000213420"
"4281" "ENSRNOG00000001369" "ENSG00000089127"
"4289" "ENSRNOG00000001374" "ENSG00000111344"
"4297" "ENSRNOG00000001376" "ENSG00000185432"
"4305" "ENSRNOG00000001377" "ENSG00000123064"
"4313" "ENSRNOG00000001378" "ENSG00000166578"
"4321" "ENSRNOG00000001383" "ENSG00000089060"
"4329" "ENSRNOG00000001385" "ENSG00000151176"
"4337" "ENSRNOG00000001387" "ENSG00000146834"
"4345" "ENSRNOG00000001388" "ENSG00000135094"
"4353" "ENSRNOG00000001396" "ENSG00000106330"
"4361" "ENSRNOG00000001397" "ENSG00000122965"
"4369" "ENSRNOG00000001402" "ENSG00000077454"
"4377" "ENSRNOG00000001404" "ENSG00000106351"
"4385" "ENSRNOG00000001407" "ENSG00000106327"
"4393" "ENSRNOG00000001409" "ENSG00000172354"
"4401" "ENSRNOG00000001410" "ENSG00000146830"
"4409" "ENSRNOG00000001415" "ENSG00000106367"
"4417" "ENSRNOG00000001417" "ENSG00000106397"
"4425" "ENSRNOG00000001418" "ENSG00000106400"
"4433" "ENSRNOG00000001419" "ENSG00000106404"
"4441" "ENSRNOG00000001420" "ENSG00000214253"
"4449" "ENSRNOG00000001424" "ENSG00000257923"
"4457" "ENSRNOG00000001425" "ENSG00000160999"
"4465" "ENSRNOG00000001426" "ENSG00000128563"
"4473" "ENSRNOG00000001427" "ENSG00000160991"
"4481" "ENSRNOG00000001428" "ENSG00000160993"
"4489" "ENSRNOG00000001429" "ENSG00000161036"
"4497" "ENSRNOG00000001430" "ENSG00000005075"
"4505" "ENSRNOG00000001430" "ENSG00000168255"
"4513" "ENSRNOG00000001430" "ENSG00000228049"
"4521" "ENSRNOG00000001431" "ENSG00000105808"
"4529" "ENSRNOG00000001431" "ENSG00000170667"
"4537" "ENSRNOG00000001432" "ENSG00000091073"
"4545" "ENSRNOG00000001435" "ENSG00000146700"
"4553" "ENSRNOG00000001436" "ENSG00000170027"
"4561" "ENSRNOG00000001440" "ENSG00000146701"
"4569" "ENSRNOG00000001441" "ENSG00000189077"
"4577" "ENSRNOG00000001442" "ENSG00000127948"
"4585" "ENSRNOG00000001443" "ENSG00000005486"
"4593" "ENSRNOG00000001448" "ENSG00000127946"
"4601" "ENSRNOG00000001449" "ENSG00000196313"
"4609" "ENSRNOG00000001449" "ENSG00000272391"
"4617" "ENSRNOG00000001450" "ENSG00000130305"
"4625" "ENSRNOG00000001453" "ENSG00000009954"
"4633" "ENSRNOG00000001454" "ENSG00000106682"
"4641" "ENSRNOG00000001455" "ENSG00000137177"
"4649" "ENSRNOG00000001456" "ENSG00000124789"
"4657" "ENSRNOG00000001457" "ENSG00000049541"
"4665" "ENSRNOG00000001465" "ENSG00000010404"
"4673" "ENSRNOG00000001469" "ENSG00000049540"
"4681" "ENSRNOG00000001470" "ENSG00000106683"
"4689" "ENSRNOG00000001476" "ENSG00000189143"
"4697" "ENSRNOG00000001478" "ENSG00000006704"
"4705" "ENSRNOG00000001479" "ENSG00000263001"
"4713" "ENSRNOG00000001480" "ENSG00000158517"
"4721" "ENSRNOG00000001483" "ENSG00000274523"
"4729" "ENSRNOG00000001484" "ENSG00000274070"
"4737" "ENSRNOG00000001488" "ENSG00000008018"
"4745" "ENSRNOG00000001489" "ENSG00000112592"
"4753" "ENSRNOG00000001490" "ENSG00000071994"
"4761" "ENSRNOG00000001493" "ENSG00000118162"
"4769" "ENSRNOG00000001494" "ENSG00000105402"
"4777" "ENSRNOG00000001499" "ENSG00000261857"
"4785" "ENSRNOG00000001500" "ENSG00000167578"
"4793" "ENSRNOG00000001501" "ENSG00000077312"
"4801" "ENSRNOG00000001514" "ENSG00000144354"
"4809" "ENSRNOG00000001515" "ENSG00000091436"
"4817" "ENSRNOG00000001517" "ENSG00000152256"
"4825" "ENSRNOG00000001518" "ENSG00000091409"
"4833" "ENSRNOG00000001524" "ENSG00000128708"
"4841" "ENSRNOG00000001527" "ENSG00000121594"
"4849" "ENSRNOG00000001531" "ENSG00000143942"
"4857" "ENSRNOG00000001547" "ENSG00000018510"
"4865" "ENSRNOG00000001548" "ENSG00000116044"
"4873" "ENSRNOG00000001551" "ENSG00000154723"
"4881" "ENSRNOG00000001554" "ENSG00000154642"
"4889" "ENSRNOG00000001555" "ENSG00000154640"
"4897" "ENSRNOG00000001559" "ENSG00000128654"
"4905" "ENSRNOG00000001573" "ENSG00000155313"
"4913" "ENSRNOG00000001582" "ENSG00000156273"
"4921" "ENSRNOG00000001585" "ENSG00000180530"
"4929" "ENSRNOG00000001592" "ENSG00000156261"
"4937" "ENSRNOG00000001593" "ENSG00000144320"
"4945" "ENSRNOG00000001596" "ENSG00000154518"
"4953" "ENSRNOG00000001597" "ENSG00000115966"
"4961" "ENSRNOG00000001598" "ENSG00000156256"
"4969" "ENSRNOG00000001599" "ENSG00000156253"
"4977" "ENSRNOG00000001602" "ENSG00000198862"
"4985" "ENSRNOG00000001603" "ENSG00000156239"
"4993" "ENSRNOG00000001608" "ENSG00000144815"
"5001" "ENSRNOG00000001609" "ENSG00000182504"
"5009" "ENSRNOG00000001613" "ENSG00000066422"
"5017" "ENSRNOG00000001616" "ENSG00000138468"
"5025" "ENSRNOG00000001620" "ENSG00000141956"
"5033" "ENSRNOG00000001621" "ENSG00000157617"
"5041" "ENSRNOG00000001623" "ENSG00000173276"
"5049" "ENSRNOG00000001628" "ENSG00000183036"
"5057" "ENSRNOG00000001629" "ENSG00000182093"
"5065" "ENSRNOG00000001632" "ENSG00000185658"
"5073" "ENSRNOG00000001633" "ENSG00000114354"
"5081" "ENSRNOG00000001640" "ENSG00000154174"
"5089" "ENSRNOG00000001642" "ENSG00000036054"
"5097" "ENSRNOG00000001643" "ENSG00000183527"
"5105" "ENSRNOG00000001645" "ENSG00000168386"
"5113" "ENSRNOG00000001647" "ENSG00000157557"
"5121" "ENSRNOG00000001652" "ENSG00000157554"
"5129" "ENSRNOG00000001653" "ENSG00000064225"
"5137" "ENSRNOG00000001654" "ENSG00000080819"
"5145" "ENSRNOG00000001657" "ENSG00000080822"
"5153" "ENSRNOG00000001662" "ENSG00000157540"
"5161" "ENSRNOG00000001680" "ENSG00000170854"
"5169" "ENSRNOG00000001681" "ENSG00000157538"
"5177" "ENSRNOG00000001682" "ENSG00000182670"
"5185" "ENSRNOG00000001686" "ENSG00000159267"
"5193" "ENSRNOG00000001687" "ENSG00000080200"
"5201" "ENSRNOG00000001689" "ENSG00000113966"
"5209" "ENSRNOG00000001692" "ENSG00000159259"
"5217" "ENSRNOG00000001699" "ENSG00000185917"
"5225" "ENSRNOG00000001700" "ENSG00000095397"
"5233" "ENSRNOG00000001701" "ENSG00000159231"
"5241" "ENSRNOG00000001704" "ENSG00000159216"
"5249" "ENSRNOG00000001706" "ENSG00000160145"
"5257" "ENSRNOG00000001708" "ENSG00000161202"
"5265" "ENSRNOG00000001709" "ENSG00000161203"
"5273" "ENSRNOG00000001710" "ENSG00000161204"
"5281" "ENSRNOG00000001712" "ENSG00000214160"
"5289" "ENSRNOG00000001713" "ENSG00000131724"
"5297" "ENSRNOG00000001715" "ENSG00000145194"
"5305" "ENSRNOG00000001717" "ENSG00000198836"
"5313" "ENSRNOG00000001719" "ENSG00000175166"
"5321" "ENSRNOG00000001720" "ENSG00000114315"
"5329" "ENSRNOG00000001724" "ENSG00000133657"
"5337" "ENSRNOG00000001727" "ENSG00000041802"
"5345" "ENSRNOG00000001728" "ENSG00000185112"
"5353" "ENSRNOG00000001729" "ENSG00000173950"
"5361" "ENSRNOG00000001730" "ENSG00000114331"
"5369" "ENSRNOG00000001733" "ENSG00000184203"
"5377" "ENSRNOG00000001736" "ENSG00000161267"
"5385" "ENSRNOG00000001738" "ENSG00000114867"
"5393" "ENSRNOG00000001746" "ENSG00000114503"
"5417" "ENSRNOG00000001747" "ENSG00000180370"
"5425" "ENSRNOG00000001748" "ENSG00000163882"
"5433" "ENSRNOG00000001752" "ENSG00000174004"
"5441" "ENSRNOG00000001754" "ENSG00000185798"
"5449" "ENSRNOG00000001756" "ENSG00000163960"
"5457" "ENSRNOG00000001758" "ENSG00000213123"
"5465" "ENSRNOG00000001762" "ENSG00000161217"
"5473" "ENSRNOG00000001764" "ENSG00000156931"
"5481" "ENSRNOG00000001766" "ENSG00000072274"
"5489" "ENSRNOG00000001769" "ENSG00000061938"
"5497" "ENSRNOG00000001770" "ENSG00000113790"
"5505" "ENSRNOG00000001773" "ENSG00000163904"
"5513" "ENSRNOG00000001774" "ENSG00000186001"
"5521" "ENSRNOG00000001776" "ENSG00000176945"
"5529" "ENSRNOG00000001781" "ENSG00000185621"
"5537" "ENSRNOG00000001782" "ENSG00000144909"
"5545" "ENSRNOG00000001783" "ENSG00000136527"
"5553" "ENSRNOG00000001785" "ENSG00000244405"
"5561" "ENSRNOG00000001786" "ENSG00000114520"
"5569" "ENSRNOG00000001789" "ENSG00000163848"
"5577" "ENSRNOG00000001793" "ENSG00000173706"
"5585" "ENSRNOG00000001796" "ENSG00000058866"
"5593" "ENSRNOG00000001797" "ENSG00000114491"
"5601" "ENSRNOG00000001803" "ENSG00000090520"
"5609" "ENSRNOG00000001804" "ENSG00000123104"
"5617" "ENSRNOG00000001807" "ENSG00000123096"
"5625" "ENSRNOG00000001808" "ENSG00000064102"
"5633" "ENSRNOG00000001809" "ENSG00000113905"
"5649" "ENSRNOG00000001811" "ENSG00000111790"
"5657" "ENSRNOG00000001813" "ENSG00000087470"
"5665" "ENSRNOG00000001815" "ENSG00000156976"
"5673" "ENSRNOG00000001816" "ENSG00000163918"
"5681" "ENSRNOG00000001817" "ENSG00000064115"
"5689" "ENSRNOG00000001820" "ENSG00000152944"
"5697" "ENSRNOG00000001823" "ENSG00000073849"
"5705" "ENSRNOG00000001828" "ENSG00000211455"
"5713" "ENSRNOG00000001829" "ENSG00000169139"
"5721" "ENSRNOG00000001833" "ENSG00000104738"
"5729" "ENSRNOG00000001834" "ENSG00000152082"
"5737" "ENSRNOG00000001834" "ENSG00000173272"
"5745" "ENSRNOG00000001842" "ENSG00000061794"
"5753" "ENSRNOG00000001843" "ENSG00000113916"
"5761" "ENSRNOG00000001844" "ENSG00000087448"
"5769" "ENSRNOG00000001845" "ENSG00000100038"
"5777" "ENSRNOG00000001847" "ENSG00000123106"
"5793" "ENSRNOG00000001849" "ENSG00000100030"
"5801" "ENSRNOG00000001852" "ENSG00000087502"
"5809" "ENSRNOG00000001859" "ENSG00000128228"
"5817" "ENSRNOG00000001860" "ENSG00000161180"
"5825" "ENSRNOG00000001861" "ENSG00000161179"
"5833" "ENSRNOG00000001865" "ENSG00000099937"
"5841" "ENSRNOG00000001867" "ENSG00000099940"
"5849" "ENSRNOG00000001868" "ENSG00000099942"
"5865" "ENSRNOG00000001869" "ENSG00000255587"
"5873" "ENSRNOG00000001870" "ENSG00000099949"
"5881" "ENSRNOG00000001875" "ENSG00000136699"
"5889" "ENSRNOG00000001877" "ENSG00000099917"
"5897" "ENSRNOG00000001878" "ENSG00000099910"
"5905" "ENSRNOG00000001880" "ENSG00000128185"
"5913" "ENSRNOG00000001880" "ENSG00000183628"
"5921" "ENSRNOG00000001884" "ENSG00000099901"
"5929" "ENSRNOG00000001885" "ENSG00000099899"
"5937" "ENSRNOG00000001886" "ENSG00000128191"
"5945" "ENSRNOG00000001888" "ENSG00000099889"
"5953" "ENSRNOG00000001889" "ENSG00000093010"
"5961" "ENSRNOG00000001890" "ENSG00000184470"
"5969" "ENSRNOG00000001891" "ENSG00000185838"
"5977" "ENSRNOG00000001893" "ENSG00000113575"
"5985" "ENSRNOG00000001908" "ENSG00000172578"
"5993" "ENSRNOG00000001926" "ENSG00000163347"
"6001" "ENSRNOG00000001928" "ENSG00000196083"
"6009" "ENSRNOG00000001930" "ENSG00000152492"
"6017" "ENSRNOG00000001956" "ENSG00000198919"
"6025" "ENSRNOG00000001958" "ENSG00000114446"
"6033" "ENSRNOG00000001959" "ENSG00000157601"
"6041" "ENSRNOG00000001963" "ENSG00000157601"
"6049" "ENSRNOG00000001964" "ENSG00000196776"
"6057" "ENSRNOG00000001967" "ENSG00000173597"
"6065" "ENSRNOG00000001971" "ENSG00000114439"
"6073" "ENSRNOG00000001979" "ENSG00000159200"
"6081" "ENSRNOG00000001982" "ENSG00000114423"
"6089" "ENSRNOG00000001989" "ENSG00000170017"
"6097" "ENSRNOG00000001991" "ENSG00000241837"
"6105" "ENSRNOG00000001992" "ENSG00000114573"
"6113" "ENSRNOG00000001996" "ENSG00000083896"
"6121" "ENSRNOG00000002001" "ENSG00000205726"
"6129" "ENSRNOG00000002012" "ENSG00000159147"
"6137" "ENSRNOG00000002013" "ENSG00000072858"
"6145" "ENSRNOG00000002014" "ENSG00000035720"
"6153" "ENSRNOG00000002021" "ENSG00000159140"
"6161" "ENSRNOG00000002026" "ENSG00000177692"
"6169" "ENSRNOG00000002028" "ENSG00000142188"
"6177" "ENSRNOG00000002032" "ENSG00000159128"
"6185" "ENSRNOG00000002035" "ENSG00000163291"
"6193" "ENSRNOG00000002036" "ENSG00000159086"
"6201" "ENSRNOG00000002039" "ENSG00000067208"
"6209" "ENSRNOG00000002040" "ENSG00000138756"
"6217" "ENSRNOG00000002042" "ENSG00000162676"
"6225" "ENSRNOG00000002044" "ENSG00000163607"
"6233" "ENSRNOG00000002045" "ENSG00000138772"
"6241" "ENSRNOG00000002050" "ENSG00000163453"
"6249" "ENSRNOG00000002051" "ENSG00000159082"
"6257" "ENSRNOG00000002052" "ENSG00000091986"
"6265" "ENSRNOG00000002054" "ENSG00000174842"
"6273" "ENSRNOG00000002055" "ENSG00000084092"
"6281" "ENSRNOG00000002061" "ENSG00000163629"
"6289" "ENSRNOG00000002069" "ENSG00000138459"
"6297" "ENSRNOG00000002070" "ENSG00000169288"
"6305" "ENSRNOG00000002072" "ENSG00000166979"
"6313" "ENSRNOG00000002074" "ENSG00000084093"
"6321" "ENSRNOG00000002075" "ENSG00000138767"
"6329" "ENSRNOG00000002080" "ENSG00000142207"
"6337" "ENSRNOG00000002089" "ENSG00000138764"
"6345" "ENSRNOG00000002091" "ENSG00000119041"
"6353" "ENSRNOG00000002093" "ENSG00000069702"
"6361" "ENSRNOG00000002094" "ENSG00000144848"
"6369" "ENSRNOG00000002100" "ENSG00000174780"
"6385" "ENSRNOG00000002101" "ENSG00000128050"
"6393" "ENSRNOG00000002104" "ENSG00000156304"
"6401" "ENSRNOG00000002105" "ENSG00000097046"
"6409" "ENSRNOG00000002106" "ENSG00000109189"
"6417" "ENSRNOG00000002112" "ENSG00000122482"
"6425" "ENSRNOG00000002115" "ENSG00000142168"
"6433" "ENSRNOG00000002116" "ENSG00000177600"
"6441" "ENSRNOG00000002121" "ENSG00000171492"
"6449" "ENSRNOG00000002122" "ENSG00000171488"
"6457" "ENSRNOG00000002125" "ENSG00000118816"
"6465" "ENSRNOG00000002128" "ENSG00000128059"
"6473" "ENSRNOG00000002129" "ENSG00000197147"
"6481" "ENSRNOG00000002134" "ENSG00000183347"
"6489" "ENSRNOG00000002135" "ENSG00000163069"
"6497" "ENSRNOG00000002137" "ENSG00000157426"
"6505" "ENSRNOG00000002141" "ENSG00000091972"
"6513" "ENSRNOG00000002142" "ENSG00000163624"
"6521" "ENSRNOG00000002144" "ENSG00000090989"
"6529" "ENSRNOG00000002152" "ENSG00000109184"
"6537" "ENSRNOG00000002153" "ENSG00000174799"
"6545" "ENSRNOG00000002159" "ENSG00000138678"
"6553" "ENSRNOG00000002161" "ENSG00000174130"
"6561" "ENSRNOG00000002163" "ENSG00000109787"
"6569" "ENSRNOG00000002165" "ENSG00000163322"
"6577" "ENSRNOG00000002175" "ENSG00000134852"
"6585" "ENSRNOG00000002177" "ENSG00000163281"
"6593" "ENSRNOG00000002178" "ENSG00000163319"
"6601" "ENSRNOG00000002180" "ENSG00000065882"
"6609" "ENSRNOG00000002181" "ENSG00000163312"
"6617" "ENSRNOG00000002182" "ENSG00000138758"
"6625" "ENSRNOG00000002185" "ENSG00000169299"
"6633" "ENSRNOG00000002186" "ENSG00000170502"
"6641" "ENSRNOG00000002188" "ENSG00000173083"
"6649" "ENSRNOG00000002191" "ENSG00000154274"
"6657" "ENSRNOG00000002192" "ENSG00000181826"
"6665" "ENSRNOG00000002194" "ENSG00000173085"
"6673" "ENSRNOG00000002199" "ENSG00000134851"
"6681" "ENSRNOG00000002203" "ENSG00000189308"
"6689" "ENSRNOG00000002205" "ENSG00000109180"
"6697" "ENSRNOG00000002207" "ENSG00000151806"
"6705" "ENSRNOG00000002210" "ENSG00000198189"
"6713" "ENSRNOG00000002212" "ENSG00000170509"
"6721" "ENSRNOG00000002214" "ENSG00000145332"
"6729" "ENSRNOG00000002215" "ENSG00000065534"
"6737" "ENSRNOG00000002216" "ENSG00000128039"
"6745" "ENSRNOG00000002217" "ENSG00000145287"
"6761" "ENSRNOG00000002218" "ENSG00000118804"
"6769" "ENSRNOG00000002225" "ENSG00000138760"
"6777" "ENSRNOG00000002227" "ENSG00000157404"
"6785" "ENSRNOG00000002229" "ENSG00000173175"
"6793" "ENSRNOG00000002232" "ENSG00000172493"
"6801" "ENSRNOG00000002240" "ENSG00000138463"
"6809" "ENSRNOG00000002241" "ENSG00000169087"
"6817" "ENSRNOG00000002246" "ENSG00000014824"
"6825" "ENSRNOG00000002247" "ENSG00000138750"
"6833" "ENSRNOG00000002248" "ENSG00000075539"
"6841" "ENSRNOG00000002251" "ENSG00000138674"
"6849" "ENSRNOG00000002253" "ENSG00000196981"
"6857" "ENSRNOG00000002254" "ENSG00000109133"
"6865" "ENSRNOG00000002255" "ENSG00000114023"
"6873" "ENSRNOG00000002258" "ENSG00000249242"
"6881" "ENSRNOG00000002262" "ENSG00000145293"
"6889" "ENSRNOG00000002267" "ENSG00000109220"
"6897" "ENSRNOG00000002270" "ENSG00000152795"
"6905" "ENSRNOG00000002271" "ENSG00000109171"
"6913" "ENSRNOG00000002273" "ENSG00000138744"
"6921" "ENSRNOG00000002276" "ENSG00000156531"
"6937" "ENSRNOG00000002278" "ENSG00000135605"
"6945" "ENSRNOG00000002280" "ENSG00000131171"
"6953" "ENSRNOG00000002285" "ENSG00000156504"
"6969" "ENSRNOG00000002289" "ENSG00000145103"
"6977" "ENSRNOG00000002291" "ENSG00000165288"
"6985" "ENSRNOG00000002292" "ENSG00000138668"
"6993" "ENSRNOG00000002294" "ENSG00000048471"
"7001" "ENSRNOG00000002301" "ENSG00000138768"
"7009" "ENSRNOG00000002304" "ENSG00000240505"
"7017" "ENSRNOG00000002309" "ENSG00000136630"
"7025" "ENSRNOG00000002312" "ENSG00000145246"
"7033" "ENSRNOG00000002314" "ENSG00000166783"
"7041" "ENSRNOG00000002319" "ENSG00000211460"
"7049" "ENSRNOG00000002320" "ENSG00000169019"
"7057" "ENSRNOG00000002322" "ENSG00000162817"
"7065" "ENSRNOG00000002323" "ENSG00000255112"
"7073" "ENSRNOG00000002332" "ENSG00000101928"
"7081" "ENSRNOG00000002338" "ENSG00000153933"
"7089" "ENSRNOG00000002341" "ENSG00000121060"
"7097" "ENSRNOG00000002342" "ENSG00000072210"
"7105" "ENSRNOG00000002343" "ENSG00000154277"
"7113" "ENSRNOG00000002345" "ENSG00000138670"
"7121" "ENSRNOG00000002347" "ENSG00000143344"
"7129" "ENSRNOG00000002350" "ENSG00000145088"
"7137" "ENSRNOG00000002352" "ENSG00000198860"
"7145" "ENSRNOG00000002353" "ENSG00000118873"
"7153" "ENSRNOG00000002358" "ENSG00000121064"
"7161" "ENSRNOG00000002365" "ENSG00000078596"
"7169" "ENSRNOG00000002368" "ENSG00000067704"
"7177" "ENSRNOG00000002373" "ENSG00000121057"
"7185" "ENSRNOG00000002376" "ENSG00000074054"
"7193" "ENSRNOG00000002378" "ENSG00000162813"
"7201" "ENSRNOG00000002385" "ENSG00000116690"
"7209" "ENSRNOG00000002388" "ENSG00000146063"
"7217" "ENSRNOG00000002389" "ENSG00000123562"
"7225" "ENSRNOG00000002393" "ENSG00000136628"
"7233" "ENSRNOG00000002394" "ENSG00000047410"
"7241" "ENSRNOG00000002396" "ENSG00000166401"
"7249" "ENSRNOG00000002403" "ENSG00000135842"
"7257" "ENSRNOG00000002407" "ENSG00000179889"
"7273" "ENSRNOG00000002408" "ENSG00000163694"
"7281" "ENSRNOG00000002412" "ENSG00000166484"
"7297" "ENSRNOG00000002413" "ENSG00000076716"
"7305" "ENSRNOG00000002417" "ENSG00000242550"
"7313" "ENSRNOG00000002419" "ENSG00000123560"
"7321" "ENSRNOG00000002420" "ENSG00000122299"
"7329" "ENSRNOG00000002423" "ENSG00000055147"
"7337" "ENSRNOG00000002425" "ENSG00000141179"
"7345" "ENSRNOG00000002433" "ENSG00000138757"
"7353" "ENSRNOG00000002436" "ENSG00000108960"
"7361" "ENSRNOG00000002440" "ENSG00000144118"
"7369" "ENSRNOG00000002443" "ENSG00000037749"
"7377" "ENSRNOG00000002449" "ENSG00000102316"
"7385" "ENSRNOG00000002450" "ENSG00000067533"
"7393" "ENSRNOG00000002452" "ENSG00000153066"
"7401" "ENSRNOG00000002454" "ENSG00000121481"
"7409" "ENSRNOG00000002460" "ENSG00000197632"
"7417" "ENSRNOG00000002461" "ENSG00000116962"
"7425" "ENSRNOG00000002469" "ENSG00000146054"
"7433" "ENSRNOG00000002471" "ENSG00000051341"
"7441" "ENSRNOG00000002473" "ENSG00000157181"
"7449" "ENSRNOG00000002478" "ENSG00000125629"
"7457" "ENSRNOG00000002480" "ENSG00000077585"
"7465" "ENSRNOG00000002487" "ENSG00000076770"
"7473" "ENSRNOG00000002488" "ENSG00000164574"
"7481" "ENSRNOG00000002509" "ENSG00000130119"
"7489" "ENSRNOG00000002511" "ENSG00000037280"
"7497" "ENSRNOG00000002512" "ENSG00000092978"
"7505" "ENSRNOG00000002514" "ENSG00000125633"
"7513" "ENSRNOG00000002516" "ENSG00000171100"
"7521" "ENSRNOG00000002520" "ENSG00000189067"
"7529" "ENSRNOG00000002525" "ENSG00000073756"
"7537" "ENSRNOG00000002529" "ENSG00000123728"
"7545" "ENSRNOG00000002536" "ENSG00000171155"
"7553" "ENSRNOG00000002538" "ENSG00000115109"
"7561" "ENSRNOG00000002540" "ENSG00000168421"
"7569" "ENSRNOG00000002541" "ENSG00000121892"
"7577" "ENSRNOG00000002542" "ENSG00000068097"
"7585" "ENSRNOG00000002544" "ENSG00000075945"
"7593" "ENSRNOG00000002545" "ENSG00000182831"
"7601" "ENSRNOG00000002553" "ENSG00000163683"
"7609" "ENSRNOG00000002556" "ENSG00000158526"
"7625" "ENSRNOG00000002563" "ENSG00000232119"
"7633" "ENSRNOG00000002568" "ENSG00000185338"
"7641" "ENSRNOG00000002569" "ENSG00000120333"
"7649" "ENSRNOG00000002572" "ENSG00000116161"
"7657" "ENSRNOG00000002574" "ENSG00000103274"
"7665" "ENSRNOG00000002575" "ENSG00000164576"
"7673" "ENSRNOG00000002579" "ENSG00000169116"
"7681" "ENSRNOG00000002580" "ENSG00000121486"
"7689" "ENSRNOG00000002585" "ENSG00000158290"
"7697" "ENSRNOG00000002597" "ENSG00000025423"
"7705" "ENSRNOG00000002599" "ENSG00000154016"
"7713" "ENSRNOG00000002609" "ENSG00000086619"
"7721" "ENSRNOG00000002610" "ENSG00000153048"
"7729" "ENSRNOG00000002612" "ENSG00000278053"
"7737" "ENSRNOG00000002615" "ENSG00000140650"
"7745" "ENSRNOG00000002616" "ENSG00000154025"
"7753" "ENSRNOG00000002618" "ENSG00000116679"
"7761" "ENSRNOG00000002624" "ENSG00000186197"
"7769" "ENSRNOG00000002625" "ENSG00000088179"
"7777" "ENSRNOG00000002627" "ENSG00000136636"
"7785" "ENSRNOG00000002630" "ENSG00000155508"
"7793" "ENSRNOG00000002632" "ENSG00000196531"
"7801" "ENSRNOG00000002636" "ENSG00000183044"
"7809" "ENSRNOG00000002642" "ENSG00000110958"
"7817" "ENSRNOG00000002643" "ENSG00000109814"
"7825" "ENSRNOG00000002644" "ENSG00000011260"
"7833" "ENSRNOG00000002645" "ENSG00000082516"
"7841" "ENSRNOG00000002652" "ENSG00000132359"
"7849" "ENSRNOG00000002657" "ENSG00000116711"
"7857" "ENSRNOG00000002659" "ENSG00000179583"
"7865" "ENSRNOG00000002662" "ENSG00000102390"
"7873" "ENSRNOG00000002669" "ENSG00000132361"
"7881" "ENSRNOG00000002671" "ENSG00000243678"
"7889" "ENSRNOG00000002680" "ENSG00000135862"
"7897" "ENSRNOG00000002682" "ENSG00000171163"
"7905" "ENSRNOG00000002693" "ENSG00000239672"
"7913" "ENSRNOG00000002695" "ENSG00000162851"
"7921" "ENSRNOG00000002697" "ENSG00000063601"
"7929" "ENSRNOG00000002701" "ENSG00000113924"
"7937" "ENSRNOG00000002705" "ENSG00000119541"
"7945" "ENSRNOG00000002708" "ENSG00000172943"
"7953" "ENSRNOG00000002710" "ENSG00000162852"
"7961" "ENSRNOG00000002711" "ENSG00000143228"
"7969" "ENSRNOG00000002713" "ENSG00000171161"
"7977" "ENSRNOG00000002714" "ENSG00000067365"
"7985" "ENSRNOG00000002718" "ENSG00000161055"
"7993" "ENSRNOG00000002721" "ENSG00000065518"
"8001" "ENSRNOG00000002722" "ENSG00000129657"
