Discovered in,Entrez,Symbol,Group,Model pvalue,AICc diff,Coefficients,R2(if applicable),subgroups
"longterm,muscle",84515,MCM8,prop_males,3.47E-05,-10.11645892,"b0:0.13(0.00024),prop_males:-0.26(3.5e-05)",65.38493604,"longterm,muscle,prop_males,1"
"longterm,muscle",57325,KAT14,prop_males,3.31E-06,-6.69104048,"b0:0.07(0.0011),prop_males:-0.18(3.3e-06)",80.96824437,"longterm,muscle,prop_males,1"
"longterm,muscle",4826,NNAT,avg_age,0.000835221,-5.252109665,"b0:-0.17(0.0011),avg_age:0.0036(0.00084)",NA,"longterm,muscle,avg_age,1"
"longterm,muscle",6789,STK4,prop_males,2.40E-05,-10.3657133,"b0:0.083(4e-05),prop_males:-0.16(2.4e-05)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",8202,NCOA3,prop_males,0.00041162,-9.320338459,"b0:0.16(0.034),prop_males:-0.42(0.00041)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",5203,PFDN4,prop_males,0.000120889,-5.437617963,"b0:0.086(0.021),prop_males:-0.24(0.00012)",58.17174761,"longterm,muscle,prop_males,1"
"longterm,muscle",55614,KIF16B,prop_males,4.59E-05,-9.325491935,"b0:0.064(0.00028),prop_males:-0.14(4.6e-05)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",22918,CD93,training,0.000746341,-8.73506913,"b0:0.45(6.3e-11),trainingresistance:-0.18(0.00075)",NA,"longterm,muscle,training,5"
"longterm,muscle",2686,GGT7,prop_males,1.20E-07,-12.91352317,"b0:0.093(0.067),prop_males:-0.47(1.2e-07)",76.79448633,"longterm,muscle,prop_males,1"
"longterm,muscle",388796,SNHG17,prop_males,2.95E-06,-8.235581169,"b0:-0.14(2.8e-05),prop_males:0.27(2.9e-06)",68.62060676,"longterm,muscle,prop_males,1"
"longterm,muscle",55959,SULF2,base_model,0.000440138,-9.427337897,b0:0.15(0.00044),NA,"longterm,muscle,base_model,2"
"longterm,muscle",873,CBR1,base_model,8.88E-09,-5.232444792,b0:0.25(8.9e-09),NA,"longterm,muscle,base_model,2"
"longterm,muscle",8208,CHAF1B,avg_age;prop_males,0.000109901,-6.383923389,"b0:-0.095(0.18),avg_age:0.0032(0.0039),prop_males:-0.31(9e-04)",18.42491312,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",25825,BACE2,base_model,0.000287456,-8.21024155,b0:0.16(0.00029),NA,"longterm,muscle,base_model,2"
"longterm,muscle",8209,GATD3A,base_model,1.60E-05,-10.84997153,b0:0.16(1.6e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",27443,CECR2,prop_males,4.53E-07,-10.01089598,"b0:0.13(0.00017),prop_males:-0.31(4.5e-07)",82.60034934,"longterm,muscle,prop_males,1"
"longterm,muscle",9127,P2RX6,avg_age,1.84E-07,-13.28754333,"b0:-0.34(1.2e-08),avg_age:0.0063(1.8e-07)",73.74326012,"longterm,muscle,avg_age,1"
"longterm,muscle",8897,MTMR3,prop_males,8.74E-11,-16.36963576,"b0:0.097(0.00018),prop_males:-0.28(8.7e-11)",84.07393946,"longterm,muscle,prop_males,1"
"longterm,muscle",6948,TCN2,prop_males,0.000150696,-7.333005841,"b0:-0.064(0.063),prop_males:0.21(0.00015)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",10042,HMGXB4,prop_males,6.02E-07,-12.66528612,"b0:0.063(0.0036),prop_males:-0.21(6e-07)",79.92605674,"longterm,muscle,prop_males,1"
"longterm,muscle",468,ATF4,training,0.000208696,-5.011153869,"b0:-0.13(3.9e-08),trainingresistance:0.12(0.00021)",54.36209994,"longterm,muscle,training,3"
"longterm,muscle",50,ACO2,time;prop_males,4.99E-07,-6.320457626,"b0:0.22(1.7e-07),time.L:-0.1(6.2e-06),prop_males:-0.3(1.9e-05)",76.46066897,"longterm,muscle,time;prop_males,1"
"longterm,muscle",10762,NUP50,avg_age;prop_males,1.74E-07,-5.71713533,"b0:0.15(1.1e-05),avg_age:-0.0017(0.0026),prop_males:-0.14(7.5e-08)",94.19116447,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",8218,CLTCL1,prop_males,3.66E-06,-8.841228921,"b0:0.043(0.22),prop_males:-0.29(3.7e-06)",73.65584659,"longterm,muscle,prop_males,1"
"longterm,muscle",7353,UFD1,prop_males,2.93E-06,-7.325812799,"b0:0.078(0.0048),prop_males:-0.23(2.9e-06)",77.67497837,"longterm,muscle,prop_males,1"
"longterm,muscle",7122,CLDN5,base_model,3.18E-05,-9.35329403,b0:0.24(3.2e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",85378,TUBGCP6,avg_age,1.05E-06,-11.45518263,"b0:-0.19(5.9e-07),avg_age:0.0038(1.1e-06)",99.86259399,"longterm,muscle,avg_age,1"
"longterm,muscle",6300,MAPK12,base_model,7.64E-07,-5.488962325,b0:-0.12(7.6e-07),NA,"longterm,muscle,base_model,1"
"longterm,muscle",10533,ATG7,prop_males,1.13E-05,-8.359577336,"b0:0.081(5.9e-05),prop_males:-0.16(1.1e-05)",96.15676401,"longterm,muscle,prop_males,1"
"longterm,muscle",23473,CAPN7,prop_males,3.07E-07,-12.07149451,"b0:0.089(0.002),prop_males:-0.25(3.1e-07)",84.43222652,"longterm,muscle,prop_males,1"
"longterm,muscle",116135,LRRC3B,base_model,0.000523457,-7.64227263,b0:-0.16(0.00052),NA,"longterm,muscle,base_model,1"
"longterm,muscle",6917,TCEA1,prop_males,2.92E-05,-8.389411406,"b0:0.054(0.023),prop_males:-0.19(2.9e-05)",78.32935693,"longterm,muscle,prop_males,1"
"longterm,muscle",10663,CXCR6,avg_age,0.000659136,-5.213609227,"b0:-0.17(0.003),avg_age:0.0042(0.00066)",36.76266721,"longterm,muscle,avg_age,1"
"longterm,muscle",10991,SLC38A3,prop_males,0.000631824,-5.797851642,"b0:0.2(0.008),prop_males:-0.46(0.00063)",51.33395079,"longterm,muscle,prop_males,1"
"longterm,muscle",80254,CEP63,prop_males,6.71E-05,-5.206025854,"b0:0.018(0.29),prop_males:-0.14(6.7e-05)",83.39115274,"longterm,muscle,prop_males,1"
"longterm,muscle",7545,ZIC1,prop_males,0.000246135,-5.925995751,"b0:0.094(0.006),prop_males:-0.24(0.00025)",62.32529824,"longterm,muscle,prop_males,1"
"longterm,muscle",55892,MYNN,prop_males,2.41E-06,-12.57863165,"b0:0.058(0.004),prop_males:-0.17(2.4e-06)",99.73316598,"longterm,muscle,prop_males,1"
"longterm,muscle",131408,FAM131A,prop_males,0.000284253,-7.23891603,"b0:0.15(9.1e-05),prop_males:-0.25(0.00028)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",1974,EIF4A2,prop_males,5.65E-05,-6.796129124,"b0:-0.14(9.5e-05),prop_males:0.26(5.6e-05)",82.08880947,"longterm,muscle,prop_males,1"
"longterm,muscle",491,ATP2B2,prop_males,0.000491139,-9.549413273,"b0:0.058(0.28),prop_males:-0.3(0.00049)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",152110,NEK10,prop_males,0.000146362,-8.513939418,"b0:0.097(0.044),prop_males:-0.26(0.00015)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",4134,MAP4,training,6.23E-06,-6.283848519,"b0:-0.14(4.3e-18),trainingresistance:0.1(6.2e-06)",76.01505125,"longterm,muscle,training,4"
"longterm,muscle",7318,UBA7,time;avg_age,1.68E-06,-8.73283016,"b0:-0.26(2e-05),time.L:-0.085(4.8e-05),avg_age:0.0057(1.2e-06)",78.18033692,"longterm,muscle,time;avg_age,1"
"longterm,muscle",7707,ZNF148,prop_males,1.47E-05,-6.128016844,"b0:0.054(0.018),prop_males:-0.17(1.5e-05)",86.19468448,"longterm,muscle,prop_males,1"
"longterm,muscle",11343,MGLL,base_model,0.000186184,-5.720558348,b0:0.1(0.00019),NA,"longterm,muscle,base_model,2"
"longterm,muscle",6259,RYK,prop_males,9.42E-06,-8.081694435,"b0:0.05(0.04),prop_males:-0.18(9.4e-06)",74.00208764,"longterm,muscle,prop_males,1"
"longterm,muscle",10274,STAG1,avg_age;prop_males,4.47E-06,-7.606681408,"b0:0.092(7.7e-05),avg_age:-0.00089(0.001),prop_males:-0.15(0.00015)",76.52584613,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",4071,TM4SF1,base_model,2.45E-05,-6.351332618,b0:0.16(2.5e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",2122,MECOM,base_model,0.000452348,-16.18638564,b0:0.13(0.00045),NA,"longterm,muscle,base_model,2"
"longterm,muscle",7066,THPO,prop_males,0.000349564,-6.212235024,"b0:-0.084(0.0021),prop_males:0.18(0.00035)",30.03408779,"longterm,muscle,prop_males,1"
"longterm,muscle",3064,HTT,prop_males,1.51E-06,-7.732932186,"b0:0.084(4.6e-05),prop_males:-0.19(1.5e-06)",99.44796618,"longterm,muscle,prop_males,1"
"longterm,muscle",152992,TRMT44,prop_males,0.00031692,-5.827566559,"b0:0.059(0.0016),prop_males:-0.13(0.00032)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",132864,CPEB2,prop_males,0.000638381,-5.064515727,"b0:0.088(0.017),prop_males:-0.22(0.00064)",47.65498765,"longterm,muscle,prop_males,1"
"longterm,muscle",51088,KLHL5,base_model,2.84E-05,-9.380262512,b0:0.14(2.8e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",57721,METTL14,prop_males,6.55E-05,-6.878075325,"b0:0.064(0.0043),prop_males:-0.17(6.6e-05)",84.18782674,"longterm,muscle,prop_males,1"
"longterm,muscle",2982,GUCY1A1,base_model,0.0002957,-6.687916851,b0:0.16(3e-04),NA,"longterm,muscle,base_model,2"
"longterm,muscle",1182,CLCN3,prop_males,5.24E-06,-7.579896945,"b0:0.073(0.0077),prop_males:-0.24(5.2e-06)",99.81958933,"longterm,muscle,prop_males,1"
"longterm,muscle",201973,PRIMPOL,prop_males,1.80E-05,-5.240703825,"b0:0.06(3.2e-06),prop_males:-0.11(1.8e-05)",98.44805868,"longterm,muscle,prop_males,1"
"longterm,muscle",85013,TMEM128,prop_males,9.27E-06,-7.155851501,"b0:0.085(0.0014),prop_males:-0.23(9.3e-06)",80.83968916,"longterm,muscle,prop_males,1"
"longterm,muscle",27146,FAM184B,prop_males,3.54E-06,-6.962771005,"b0:0.059(0.0033),prop_males:-0.19(3.5e-06)",99.87688074,"longterm,muscle,prop_males,1"
"longterm,muscle",10396,ATP8A1,prop_males,0.000113901,-7.333392847,"b0:0.084(0.016),prop_males:-0.23(0.00011)",53.15810363,"longterm,muscle,prop_males,1"
"longterm,muscle",152518,NFXL1,prop_males,5.79E-06,-11.48662206,"b0:0.066(1.2e-05),prop_males:-0.13(5.8e-06)",83.93813806,"longterm,muscle,prop_males,1"
"longterm,muscle",64854,USP46,prop_males,0.000354142,-6.220456842,"b0:0.085(0.0091),prop_males:-0.21(0.00035)",43.51968971,"longterm,muscle,prop_males,1"
"longterm,muscle",3791,KDR,base_model,0.000295191,-13.13143065,b0:0.25(3e-04),NA,"longterm,muscle,base_model,2"
"longterm,muscle",3490,IGFBP7,base_model,5.30E-08,-9.565041968,b0:0.25(5.3e-08),NA,"longterm,muscle,base_model,2"
"longterm,muscle",152559,PAQR3,prop_males,3.19E-05,-8.384942451,"b0:0.091(0.00047),prop_males:-0.2(3.2e-05)",96.3800496,"longterm,muscle,prop_males,1"
"longterm,muscle",4750,NEK1,prop_males,3.11E-05,-5.414567979,"b0:0.062(8.3e-06),prop_males:-0.11(3.1e-05)",87.42031786,"longterm,muscle,prop_males,1"
"longterm,muscle",25836,NIPBL,prop_males,1.26E-05,-10.57406165,"b0:0.054(0.00045),prop_males:-0.13(1.3e-05)",96.80657366,"longterm,muscle,prop_males,1"
"longterm,muscle",84674,CARD6,base_model,0.000363029,-7.629825645,b0:0.11(0.00036),NA,"longterm,muscle,base_model,2"
"longterm,muscle",3672,ITGA1,base_model,0.000630221,-11.09798974,b0:0.19(0.00063),NA,"longterm,muscle,base_model,2"
"longterm,muscle",493869,GPX8,base_model,0.000987967,-6.027550275,b0:0.17(0.00099),NA,"longterm,muscle,base_model,2"
"longterm,muscle",55914,ERBIN,prop_males,2.72E-05,-8.432401452,"b0:0.071(0.0049),prop_males:-0.2(2.7e-05)",69.90253601,"longterm,muscle,prop_males,1"
"longterm,muscle",2149,F2R,base_model,9.84E-05,-6.27921954,b0:0.17(9.8e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",731157,LOC731157,prop_males,9.08E-05,-7.272113306,"b0:-0.08(4.2e-05),prop_males:0.17(9.1e-05)",99.14115024,"longterm,muscle,prop_males,1"
"longterm,muscle",324,APC,prop_males,5.03E-05,-6.65500731,"b0:0.065(0.0078),prop_males:-0.18(5e-05)",87.9178167,"longterm,muscle,prop_males,1"
"longterm,muscle",27089,UQCRQ,base_model,8.64E-06,-5.984172091,b0:0.11(8.6e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",819,CAMLG,training;prop_males,6.30E-07,-6.45787358,"b0:0.025(0.53),trainingresistance:0.072(0.00035),prop_males:-0.2(0.0015)",92.16282328,"longterm,muscle,training;prop_males,1"
"longterm,muscle",10112,KIF20A,prop_males,9.13E-06,-11.32174226,"b0:-0.083(2e-04),prop_males:0.19(9.1e-06)",75.94972346,"longterm,muscle,prop_males,1"
"longterm,muscle",51780,KDM3B,prop_males,1.70E-07,-12.88689648,"b0:0.048(0.064),prop_males:-0.23(1.7e-07)",99.83097419,"longterm,muscle,prop_males,1"
"longterm,muscle",54439,RBM27,avg_age;prop_males,3.10E-06,-5.579919584,"b0:0.18(3.9e-05),avg_age:-0.0024(7.1e-05),prop_males:-0.19(0.00024)",83.2316139,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",91977,MYOZ3,avg_age,2.57E-05,-6.128148811,"b0:-0.19(2.1e-07),avg_age:0.0032(2.6e-05)",99.97064986,"longterm,muscle,avg_age,1"
"longterm,muscle",134353,LSM11,prop_males,0.000169019,-5.734818289,"b0:0.06(0.00084),prop_males:-0.14(0.00017)",99.42082806,"longterm,muscle,prop_males,1"
"longterm,muscle",81792,ADAMTS12,avg_age;prop_males,1.88E-07,-6.377036697,"b0:-0.24(3e-05),avg_age:0.0034(0.00011),prop_males:0.31(9.2e-07)",83.05430832,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",133688,UGT3A1,prop_males,0.000223821,-6.77965104,"b0:0.09(0.026),prop_males:-0.28(0.00022)",50.20456626,"longterm,muscle,prop_males,1"
"longterm,muscle",1601,DAB2,base_model,0.000228438,-12.87433506,b0:0.21(0.00023),NA,"longterm,muscle,base_model,2"
"longterm,muscle",54622,ARL15,base_model,0.000904037,-14.11007174,b0:0.14(9e-04),NA,"longterm,muscle,base_model,2"
"longterm,muscle",10769,PLK2,base_model,0.000618305,-5.613188577,b0:0.2(0.00062),NA,"longterm,muscle,base_model,2"
"longterm,muscle",79772,MCTP1,base_model,0.000878494,-22.14829306,b0:0.16(0.00088),NA,"longterm,muscle,base_model,2"
"longterm,muscle",54826,GIN1,prop_males,0.000225679,-10.26672842,"b0:0.099(0.032),prop_males:-0.28(0.00023)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",153733,CCDC112,time;prop_males,6.96E-06,-6.080335811,"b0:0.12(5.3e-05),time.L:0.066(0.002),prop_males:-0.19(0.00029)",88.47143099,"longterm,muscle,time;prop_males,1"
"longterm,muscle",8841,HDAC3,prop_males,4.24E-05,-8.749781825,"b0:0.079(0.012),prop_males:-0.22(4.2e-05)",52.9003514,"longterm,muscle,prop_males,1"
"longterm,muscle",114825,PWWP2A,prop_males,0.000310511,-6.875715733,"b0:0.081(0.0098),prop_males:-0.2(0.00031)",22.2037178,"longterm,muscle,prop_males,1"
"longterm,muscle",9509,ADAMTS2,avg_age;prop_males,2.02E-14,-10.31669041,"b0:-0.31(3.1e-13),avg_age:0.0038(2.7e-09),prop_males:0.39(2e-15)",99.46636725,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",154007,SNRNP48,prop_males,5.56E-06,-9.189497281,"b0:0.074(0.017),prop_males:-0.27(5.6e-06)",75.79068235,"longterm,muscle,prop_males,1"
"longterm,muscle",23408,SIRT5,avg_age,0.000156782,-5.487041855,"b0:0.18(4.2e-07),avg_age:-0.0029(0.00016)",48.60021557,"longterm,muscle,avg_age,1"
"longterm,muscle",353219,KAAG1,avg_age,1.86E-05,-6.527941361,"b0:0.15(5.9e-06),avg_age:-0.003(1.9e-05)",92.39054552,"longterm,muscle,avg_age,1"
"longterm,muscle",8364,H4C3,prop_males,8.60E-05,-10.16966044,"b0:0.19(0.00024),prop_males:-0.37(8.6e-05)",66.73635173,"longterm,muscle,prop_males,1"
"longterm,muscle",3134,HLA-F,time;avg_age,2.25E-08,-5.850936361,"b0:-0.17(2.4e-05),time.L:-0.082(4.3e-07),avg_age:0.0047(4e-08)",96.4311912,"longterm,muscle,time;avg_age,1"
"longterm,muscle",3106,HLA-B,base_model,0.00011852,-7.629671119,b0:0.17(0.00012),NA,"longterm,muscle,base_model,2"
"longterm,muscle",10866,HCP5,avg_age,8.73E-09,-7.910232735,"b0:-0.12(3.9e-06),avg_age:0.0046(8.7e-09)",98.10241844,"longterm,muscle,avg_age,1"
"longterm,muscle",3122,HLA-DRA,time;avg_age,3.96E-05,-6.17871351,"b0:-0.39(0.0073),time.L:-0.26(2.5e-05),avg_age:0.0099(0.00033)",65.76737609,"longterm,muscle,time;avg_age,1"
"longterm,muscle",2978,GUCA1A,prop_males,7.31E-05,-9.485382827,"b0:0.073(7e-05),prop_males:-0.14(7.3e-05)",90.91356348,"longterm,muscle,prop_males,1"
"longterm,muscle",23033,DOP1A,prop_males,8.94E-05,-6.913124049,"b0:0.069(0.002),prop_males:-0.16(8.9e-05)",0,"longterm,muscle,prop_males,1"
"longterm,muscle",23376,UFL1,prop_males,2.10E-06,-8.004442448,"b0:0.075(0.00071),prop_males:-0.19(2.1e-06)",93.01718534,"longterm,muscle,prop_males,1"
"longterm,muscle",23118,TAB2,prop_males,1.78E-07,-12.9335736,"b0:0.062(0.0051),prop_males:-0.2(1.8e-07)",82.62423451,"longterm,muscle,prop_males,1"
"longterm,muscle",6310,ATXN1,prop_males,0.000137499,-5.091527271,"b0:0.085(0.0031),prop_males:-0.18(0.00014)",73.51369721,"longterm,muscle,prop_males,1"
"longterm,muscle",2822,GPLD1,prop_males,0.00034484,-5.122105169,"b0:0.067(0.0016),prop_males:-0.14(0.00034)",67.32264998,"longterm,muscle,prop_males,1"
"longterm,muscle",653,BMP5,time,0.000167988,-10.26799135,"b0:0.084(1.7e-05),time.L:0.1(0.00017)",99.75947162,"longterm,muscle,time,1"
"longterm,muscle",55023,PHIP,prop_males,2.74E-05,-8.470105873,"b0:0.076(0.016),prop_males:-0.23(2.7e-05)",65.44604014,"longterm,muscle,prop_males,1"
"longterm,muscle",9841,ZBTB24,time;prop_males,2.76E-06,-7.001527018,"b0:0.066(0.0048),time.L:0.032(0.0012),prop_males:-0.15(0.00094)",88.06477912,"longterm,muscle,time;prop_males,1"
"longterm,muscle",221264,AK9,prop_males,4.54E-05,-6.967640784,"b0:0.054(6.5e-05),prop_males:-0.1(4.5e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",3910,LAMA4,base_model,6.08E-05,-12.73375466,b0:0.23(6.1e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",85021,REPS1,prop_males,0.000129511,-8.531302057,"b0:0.066(0.01),prop_males:-0.16(0.00013)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",167838,TXLNB,avg_age,0.000114086,-5.031093295,"b0:-0.3(2.5e-08),avg_age:0.0042(0.00011)",66.53973706,"longterm,muscle,avg_age,1"
"longterm,muscle",6624,FSCN1,base_model,4.46E-08,-5.013129729,b0:0.33(4.5e-08),NA,"longterm,muscle,base_model,2"
"longterm,muscle",27075,TSPAN13,base_model,2.79E-05,-5.396564958,b0:0.23(2.8e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",117,ADCYAP1R1,avg_age;prop_males,1.01E-06,-7.557950857,"b0:-0.14(8.6e-05),avg_age:0.0024(1.3e-05),prop_males:0.16(9.6e-05)",89.68477466,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",644,BLVRA,prop_males,7.36E-05,-6.198715396,"b0:0.099(0.00054),prop_males:-0.2(7.4e-05)",93.46082141,"longterm,muscle,prop_males,1"
"longterm,muscle",1956,EGFR,prop_males,1.35E-05,-10.14113982,"b0:0.068(0.0018),prop_males:-0.18(1.3e-05)",92.32926128,"longterm,muscle,prop_males,1"
"longterm,muscle",7697,ZNF138,prop_males,1.10E-05,-6.090062976,"b0:0.053(0.001),prop_males:-0.14(1.1e-05)",100,"longterm,muscle,prop_males,1"
"longterm,muscle",2791,GNG11,base_model,5.45E-06,-8.351961049,b0:0.35(5.5e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",22853,LMTK2,prop_males,1.98E-06,-9.103222378,"b0:0.053(0.0067),prop_males:-0.17(2e-06)",89.52158118,"longterm,muscle,prop_males,1"
"longterm,muscle",80228,ORAI2,prop_males,0.000494641,-5.076867183,"b0:-0.051(0.018),prop_males:0.15(0.00049)",52.05969647,"longterm,muscle,prop_males,1"
"longterm,muscle",857,CAV1,base_model,3.31E-06,-10.26931483,b0:0.29(3.3e-06),NA,"longterm,muscle,base_model,2"
"longterm,muscle",60412,EXOC4,prop_males,0.000205132,-5.841028507,"b0:0.042(0.047),prop_males:-0.14(0.00021)",69.43486388,"longterm,muscle,prop_males,1"
"longterm,muscle",800,CALD1,base_model,5.43E-05,-7.250653433,b0:0.14(5.4e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",254048,UBN2,prop_males,0.000285699,-5.656135474,"b0:0.042(0.04),prop_males:-0.14(0.00029)",98.9377033,"longterm,muscle,prop_males,1"
"longterm,muscle",100289678,ZNF783,avg_age,1.98E-05,-7.051980554,"b0:-0.11(1.7e-06),avg_age:0.0021(2e-05)",100,"longterm,muscle,avg_age,1"
"longterm,muscle",168537,GIMAP7,time;avg_age,1.06E-06,-5.582379488,"b0:-0.18(0.03),time.L:-0.16(1.6e-07),avg_age:0.0049(0.0019)",86.08684123,"longterm,muscle,time;avg_age,1"
"longterm,muscle",55303,GIMAP4,time,9.43E-05,-5.873734593,"b0:0.14(2e-10),time.L:-0.12(9.4e-05)",69.121816,"longterm,muscle,time,1"
"longterm,muscle",54543,TOMM7,prop_males,7.09E-05,-5.055970352,"b0:0.053(0.066),prop_males:-0.2(7.1e-05)",74.99138652,"longterm,muscle,prop_males,1"
"longterm,muscle",3486,IGFBP3,time,8.78E-05,-6.403770268,"b0:0.16(1.2e-15),time.L:-0.11(8.8e-05)",72.0633877,"longterm,muscle,time,1"
"longterm,muscle",168507,PKD1L1,avg_age;prop_males,1.34E-05,-9.113975695,"b0:-0.24(0.00012),avg_age:0.0031(0.0016),prop_males:0.26(3.1e-05)",NA,"longterm,muscle,avg_age;prop_males,1"
"longterm,muscle",5260,PHKG1,avg_age,5.38E-08,-13.29202582,"b0:-0.45(2e-12),avg_age:0.0069(5.4e-08)",79.81347643,"longterm,muscle,avg_age,1"
"longterm,muscle",1021,CDK6,base_model,7.18E-05,-17.50144278,b0:0.11(7.2e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",3912,LAMB1,base_model,1.09E-05,-6.948133764,b0:0.4(1.1e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",58508,KMT2C,prop_males,9.55E-07,-9.512008909,"b0:0.033(0.013),prop_males:-0.12(9.5e-07)",99.93969061,"longterm,muscle,prop_males,1"
"longterm,muscle",22976,PAXIP1,prop_males,4.05E-06,-12.6100509,"b0:0.06(0.00025),prop_males:-0.14(4e-06)",98.87120433,"longterm,muscle,prop_males,1"
"longterm,muscle",7991,TUSC3,base_model,0.000415709,-13.67032233,b0:0.13(0.00042),NA,"longterm,muscle,base_model,2"
"longterm,muscle",11160,ERLIN2,prop_males,0.000244066,-8.26749165,"b0:0.063(0.013),prop_males:-0.16(0.00024)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",9070,ASH2L,prop_males,8.75E-08,-12.03013973,"b0:0.062(0.00081),prop_males:-0.17(8.8e-08)",96.26468765,"longterm,muscle,prop_males,1"
"longterm,muscle",6867,TACC1,base_model,1.43E-05,-6.118427155,b0:0.12(1.4e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",3551,IKBKB,avg_age,2.78E-05,-8.05524694,"b0:-0.16(0.0024),avg_age:0.0045(2.8e-05)",66.66501658,"longterm,muscle,avg_age,1"
"longterm,muscle",11075,STMN2,prop_males,0.000115966,-13.87954477,"b0:-0.065(9.8e-05),prop_males:0.12(0.00012)",98.87277266,"longterm,muscle,prop_males,1"
"longterm,muscle",92140,MTDH,training,2.54E-05,-6.204850633,"b0:-0.11(2.1e-13),trainingresistance:0.095(2.5e-05)",64.88874183,"longterm,muscle,training,4"
"longterm,muscle",84294,UTP23,prop_males,9.36E-07,-13.39518351,"b0:0.097(1e-04),prop_males:-0.23(9.4e-07)",75.77714267,"longterm,muscle,prop_males,1"
"longterm,muscle",29883,CNOT7,avg_age,1.19E-05,-7.796113139,"b0:-0.26(2.8e-09),avg_age:0.0039(1.2e-05)",81.13145024,"longterm,muscle,avg_age,1"
"longterm,muscle",55790,CSGALNACT1,base_model,0.000173597,-17.24791113,b0:0.17(0.00017),NA,"longterm,muscle,base_model,2"
"longterm,muscle",8795,TNFRSF10B,prop_males,0.000538581,-5.1657353,"b0:-0.079(0.04),prop_males:0.21(0.00054)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",444,ASPH,avg_age,6.50E-10,-6.784413684,"b0:-0.17(7e-14),avg_age:0.0029(6.5e-10)",100,"longterm,muscle,avg_age,1"
"longterm,muscle",2167,FABP4,time;prop_males,0.000274357,-6.291297354,"b0:0.69(1.5e-07),time.L:-0.27(0.00029),prop_males:-0.6(0.0066)",46.83345943,"longterm,muscle,time;prop_males,1"
"longterm,muscle",284,ANGPT1,prop_males,3.95E-05,-9.949560205,"b0:0.13(4.3e-05),prop_males:-0.26(4e-05)",99.26091405,"longterm,muscle,prop_males,1"
"longterm,muscle",4062,LY6H,avg_age,6.69E-06,-6.043559282,"b0:0.12(1.5e-07),avg_age:-0.0021(6.7e-06)",96.92400478,"longterm,muscle,avg_age,1"
"longterm,muscle",7010,TEK,base_model,0.000195968,-5.749381277,b0:0.12(2e-04),NA,"longterm,muscle,base_model,2"
"longterm,muscle",10497,UNC13B,prop_males,5.31E-05,-14.26999305,"b0:0.1(0.079),prop_males:-0.35(5.3e-05)",NA,"longterm,muscle,prop_males,1"
"longterm,muscle",219,ALDH1B1,base_model,1.01E-05,-10.23718212,b0:0.17(1e-05),NA,"longterm,muscle,base_model,2"
"longterm,muscle",5125,PCSK5,base_model,0.000185871,-12.55269036,b0:0.12(0.00019),NA,"longterm,muscle,base_model,2"
"longterm,muscle",1306,COL15A1,time;avg_age,6.07E-06,-6.712382324,"b0:-0.44(0.0025),time.L:-0.24(0.00023),avg_age:0.013(1.8e-06)",71.39504433,"longterm,muscle,time;avg_age,1"
"longterm,muscle",11217,RALGPS1,prop_males,4.92E-06,-7.283841887,"b0:-0.076(0.0079),prop_males:0.25(4.9e-06)",85.0953728,"longterm,muscle,prop_males,1"
"longterm,muscle",9649,SLC25A25,prop_males,0.000279289,-5.509348656,"b0:0.068(0.00016),prop_males:-0.12(0.00028)",83.88036043,"longterm,muscle,prop_males,1"
"longterm,muscle",114789,PTGDS,prop_males,0.000175552,-6.696883779,"b0:0.23(0.0072),prop_males:-0.56(0.00018)",53.60368044,"acute,muscle,time;training,1 and longterm,muscle,prop_males,1"
